Pedido,CodigoProduto,ChaveCliente,Data,Quantidade,PrecoUnitario,ValorLiquido,EhDevolucao
565865,20724,12637,2011-09-07,10,0.85,8.5,0
565865,21094,12637,2011-09-07,12,0.85,10.2,0
565865,21080,12637,2011-09-07,12,0.85,10.2,0
565865,20979,12637,2011-09-07,16,1.25,20.0,0
565865,21086,12637,2011-09-07,12,0.65,7.8,0
565865,21880,12637,2011-09-07,12,0.65,7.8,0
565865,22321,12637,2011-09-07,12,0.85,10.2,0
565865,22352,12637,2011-09-07,6,2.55,15.3,0
565865,21558,12637,2011-09-07,6,2.55,15.3,0
565865,22029,12637,2011-09-07,12,0.42,5.04,0
565865,23209,12637,2011-09-07,10,1.65,16.5,0
565865,22326,12637,2011-09-07,6,2.95,17.7,0
565865,22554,12637,2011-09-07,12,1.65,19.8,0
565865,21680,12637,2011-09-07,12,0.85,10.2,0
565930,22559,12685,2011-09-08,12,1.25,15.0,0
565930,22748,12685,2011-09-08,6,2.1,12.6,0
565930,22745,12685,2011-09-08,6,2.1,12.6,0
565930,20819,12685,2011-09-08,4,3.75,15.0,0
565930,20979,12685,2011-09-08,16,1.25,20.0,0
565930,22174,12685,2011-09-08,12,1.65,19.8,0
565930,20712,12685,2011-09-08,10,2.08,20.8,0
565930,22118,12685,2011-09-08,3,4.95,14.85,0
565930,22727,12685,2011-09-08,4,3.75,15.0,0
565930,22729,12685,2011-09-08,4,3.75,15.0,0
565930,22726,12685,2011-09-08,4,3.75,15.0,0
565930,22386,12685,2011-09-08,10,2.08,20.8,0
565930,22728,12685,2011-09-08,4,3.75,15.0,0
565930,22966,12685,2011-09-08,12,1.25,15.0,0
565930,22930,12685,2011-09-08,6,2.55,15.3,0
565930,23242,12685,2011-09-08,6,2.08,12.48,0
565930,22617,12685,2011-09-08,3,4.95,14.85,0
565930,23241,12685,2011-09-08,6,2.08,12.48,0
565930,23296,12685,2011-09-08,8,1.25,10.0,0
565930,POST,12685,2011-09-08,5,18.0,90.0,0
565930,20866,12685,2011-09-08,12,1.25,15.0,0
565930,23280,12685,2011-09-08,12,0.83,9.96,0
565930,84509B,12685,2011-09-08,4,3.75,15.0,0
565930,23159,12685,2011-09-08,12,2.08,24.96,0
565930,35970,12685,2011-09-08,12,1.69,20.28,0
565930,16169E,12685,2011-09-08,25,0.42,10.5,0
565930,23213,12685,2011-09-08,12,1.25,15.0,0
565930,23264,12685,2011-09-08,12,1.25,15.0,0
565930,23268,12685,2011-09-08,12,1.45,17.4,0
565930,22571,12685,2011-09-08,12,0.85,10.2,0
565930,22572,12685,2011-09-08,12,0.85,10.2,0
565930,22940,12685,2011-09-08,4,4.25,17.0,0
565930,22601,12685,2011-09-08,12,0.85,10.2,0
565930,22142,12685,2011-09-08,12,1.45,17.4,0
565930,22732,12685,2011-09-08,18,1.25,22.5,0
565930,40001,12685,2011-09-08,12,0.85,10.2,0
565930,21791,12685,2011-09-08,12,1.25,15.0,0
565930,23295,12685,2011-09-08,8,0.83,6.64,0
565930,23293,12685,2011-09-08,8,0.83,6.64,0
565930,23285,12685,2011-09-08,8,0.85,6.8,0
565930,22138,12685,2011-09-08,3,4.95,14.85,0
565930,22955,12685,2011-09-08,6,2.1,12.6,0
565930,22956,12685,2011-09-08,6,2.1,12.6,0
565930,22333,12685,2011-09-08,8,1.65,13.2,0
565930,22331,12685,2011-09-08,8,1.65,13.2,0
565930,21380,12685,2011-09-08,6,2.95,17.7,0
565930,84692,12685,2011-09-08,25,0.42,10.5,0
565930,22434,12685,2011-09-08,8,1.95,15.6,0
565930,22029,12685,2011-09-08,12,0.42,5.04,0
565930,22554,12685,2011-09-08,12,1.65,19.8,0
565930,22110,12685,2011-09-08,6,2.55,15.3,0
565930,22372,12685,2011-09-08,4,4.25,17.0,0
565930,22551,12685,2011-09-08,12,1.65,19.8,0
565930,21485,12685,2011-09-08,3,4.95,14.85,0
565930,84086C,12685,2011-09-08,6,2.95,17.7,0
565930,23076,12685,2011-09-08,24,1.25,30.0,0
565930,21706,12685,2011-09-08,4,4.95,19.8,0
565930,21710,12685,2011-09-08,4,4.95,19.8,0
565930,23320,12685,2011-09-08,12,2.89,34.68,0
565930,22027,12685,2011-09-08,24,0.42,10.08,0
565930,21509,12685,2011-09-08,24,0.42,10.08,0
565930,22024,12685,2011-09-08,24,0.42,10.08,0
565930,22810,12685,2011-09-08,12,2.95,35.4,0
565930,22037,12685,2011-09-08,24,0.42,10.08,0
565931,23194,12683,2011-09-08,8,2.25,18.0,0
565931,21715,12683,2011-09-08,8,2.55,20.4,0
565931,23241,12683,2011-09-08,6,2.08,12.48,0
565931,23345,12683,2011-09-08,12,1.25,15.0,0
565931,21242,12683,2011-09-08,8,1.69,13.52,0
565931,23346,12683,2011-09-08,12,1.25,15.0,0
565931,20676,12683,2011-09-08,8,1.25,10.0,0
565931,23289,12683,2011-09-08,8,1.25,10.0,0
565931,23290,12683,2011-09-08,8,1.25,10.0,0
565931,22558,12683,2011-09-08,12,1.65,19.8,0
565931,22632,12683,2011-09-08,12,2.1,25.2,0
565931,23205,12683,2011-09-08,10,0.85,8.5,0
565931,21481,12683,2011-09-08,4,3.75,15.0,0
565931,20685,12683,2011-09-08,4,8.25,33.0,0
565931,22960,12683,2011-09-08,6,4.25,25.5,0
565931,21407,12683,2011-09-08,3,4.25,12.75,0
565931,22181,12683,2011-09-08,12,0.85,10.2,0
565931,22629,12683,2011-09-08,12,1.95,23.4,0
565931,22630,12683,2011-09-08,12,1.95,23.4,0
565931,22551,12683,2011-09-08,12,1.65,19.8,0
565931,23377,12683,2011-09-08,24,0.39,9.36,0
565931,23176,12683,2011-09-08,8,2.25,18.0,0
565931,POST,12683,2011-09-08,2,18.0,36.0,0
566074,22624,12535,2011-09-09,2,8.5,17.0,0
566074,22138,12535,2011-09-09,6,4.95,29.7,0
566074,90184C,12535,2011-09-09,4,8.95,35.8,0
566074,21155,12535,2011-09-09,12,2.55,30.6,0
566074,22558,12535,2011-09-09,12,1.65,19.8,0
566074,22112,12535,2011-09-09,3,4.95,14.85,0
566074,22111,12535,2011-09-09,6,4.95,29.7,0
566074,23398,12535,2011-09-09,24,0.85,20.4,0
566074,23395,12535,2011-09-09,4,3.75,15.0,0
566074,23396,12535,2011-09-09,4,3.75,15.0,0
566074,23393,12535,2011-09-09,4,3.75,15.0,0
566074,46000S,12535,2011-09-09,12,1.45,17.4,0
566074,22626,12535,2011-09-09,2,8.5,17.0,0
566074,22625,12535,2011-09-09,2,8.5,17.0,0
566074,21485,12535,2011-09-09,3,4.95,14.85,0
566074,90184B,12535,2011-09-09,4,8.95,35.8,0
566115,POST,12674,2011-09-09,1,18.0,18.0,0
566115,23119,12674,2011-09-09,12,0.62,7.44,0
566115,23076,12674,2011-09-09,24,1.25,30.0,0
566115,23290,12674,2011-09-09,8,1.25,10.0,0
566115,22614,12674,2011-09-09,24,0.29,6.96,0
566115,23381,12674,2011-09-09,24,0.39,9.36,0
566115,23237,12674,2011-09-09,6,4.15,24.9,0
566115,22753,12674,2011-09-09,12,0.85,10.2,0
566115,22449,12674,2011-09-09,6,3.35,20.1,0
566115,21981,12674,2011-09-09,24,0.29,6.96,0
566115,20981,12674,2011-09-09,12,0.85,10.2,0
566115,21680,12674,2011-09-09,12,0.85,10.2,0
566115,22326,12674,2011-09-09,12,2.95,35.4,0
566115,22418,12674,2011-09-09,48,0.85,40.8,0
566115,22029,12674,2011-09-09,12,0.42,5.04,0
566115,22712,12674,2011-09-09,12,0.42,5.04,0
566115,22727,12674,2011-09-09,8,3.75,30.0,0
566115,22726,12674,2011-09-09,8,3.75,30.0,0
566115,22728,12674,2011-09-09,4,3.75,15.0,0
566115,23254,12674,2011-09-09,8,4.15,33.2,0
566115,84997D,12674,2011-09-09,8,4.15,33.2,0
566115,23256,12674,2011-09-09,8,4.15,33.2,0
566163,22661,12637,2011-09-09,10,0.85,8.5,0
566163,22662,12637,2011-09-09,10,1.65,16.5,0
566163,22663,12637,2011-09-09,10,2.08,20.8,0
566163,22712,12637,2011-09-09,12,0.42,5.04,0
566163,23108,12637,2011-09-09,12,5.39,64.68,0
566163,23254,12637,2011-09-09,4,4.15,16.6,0
566163,23291,12637,2011-09-09,8,1.25,10.0,0
566163,23345,12637,2011-09-09,12,1.25,15.0,0
566163,23289,12637,2011-09-09,8,1.25,10.0,0
566163,22492,12637,2011-09-09,36,0.65,23.4,0
566163,22750,12637,2011-09-09,8,3.75,30.0,0
566163,22659,12637,2011-09-09,12,1.95,23.4,0
566163,23347,12637,2011-09-09,12,1.25,15.0,0
566163,23238,12637,2011-09-09,6,4.15,24.9,0
566163,22384,12637,2011-09-09,10,1.65,16.5,0
566163,22356,12637,2011-09-09,10,0.85,8.5,0
566163,23173,12637,2011-09-09,2,9.95,19.9,0
566163,23170,12637,2011-09-09,12,1.65,19.8,0
566163,22174,12637,2011-09-09,12,1.65,19.8,0
566163,22727,12637,2011-09-09,12,3.75,45.0,0
566163,22728,12637,2011-09-09,12,3.75,45.0,0
566163,22726,12637,2011-09-09,12,3.75,45.0,0
566163,22729,12637,2011-09-09,8,3.75,30.0,0
566163,22730,12637,2011-09-09,8,3.75,30.0,0
566163,84692,12637,2011-09-09,25,0.42,10.5,0
566163,20750,12637,2011-09-09,6,7.95,47.7,0
566163,20682,12637,2011-09-09,12,3.25,39.0,0
566163,20724,12637,2011-09-09,10,0.85,8.5,0
566163,21094,12637,2011-09-09,12,0.85,10.2,0
566163,21080,12637,2011-09-09,12,0.85,10.2,0
566163,20979,12637,2011-09-09,16,1.25,20.0,0
566163,21086,12637,2011-09-09,12,0.65,7.8,0
566163,21880,12637,2011-09-09,12,0.65,7.8,0
566163,22321,12637,2011-09-09,12,0.85,10.2,0
566163,22352,12637,2011-09-09,6,2.55,15.3,0
566163,21558,12637,2011-09-09,6,2.55,15.3,0
566163,22029,12637,2011-09-09,12,0.42,5.04,0
566163,23209,12637,2011-09-09,10,1.65,16.5,0
566163,22326,12637,2011-09-09,6,2.95,17.7,0
566163,22554,12637,2011-09-09,12,1.65,19.8,0
566163,21680,12637,2011-09-09,12,0.85,10.2,0
566163,23200,12637,2011-09-09,10,2.08,20.8,0
566163,22302,12637,2011-09-09,6,2.55,15.3,0
566163,22303,12637,2011-09-09,6,2.55,15.3,0
566163,23199,12637,2011-09-09,10,2.08,20.8,0
566163,23204,12637,2011-09-09,10,0.85,8.5,0
566163,23206,12637,2011-09-09,10,1.65,16.5,0
566163,22752,12637,2011-09-09,2,8.5,17.0,0
566163,23201,12637,2011-09-09,10,2.08,20.8,0
566163,21329,12637,2011-09-09,12,1.65,19.8,0
566163,21328,12637,2011-09-09,12,1.65,19.8,0
566163,22551,12637,2011-09-09,12,1.65,19.8,0
566163,23205,12637,2011-09-09,10,0.85,8.5,0
566163,23207,12637,2011-09-09,10,1.65,16.5,0
566163,23190,12637,2011-09-09,12,1.65,19.8,0
566163,23192,12637,2011-09-09,12,1.65,19.8,0
566163,23241,12637,2011-09-09,6,2.08,12.48,0
566163,23290,12637,2011-09-09,8,1.25,10.0,0
566163,23256,12637,2011-09-09,4,4.15,16.6,0
566163,23229,12637,2011-09-09,6,3.75,22.5,0
566163,22382,12637,2011-09-09,10,1.65,16.5,0
566163,22385,12637,2011-09-09,10,2.08,20.8,0
566163,22940,12637,2011-09-09,8,4.25,34.0,0
566163,22556,12637,2011-09-09,24,1.65,39.6,0
566163,22631,12637,2011-09-09,12,1.95,23.4,0
566163,22531,12637,2011-09-09,24,0.42,10.08,0
566163,22398,12637,2011-09-09,12,0.39,4.68,0
566256,22730,12680,2011-09-11,4,3.75,15.0,0
566256,22726,12680,2011-09-11,4,3.75,15.0,0
566256,20682,12680,2011-09-11,6,3.25,19.5,0
566256,37495,12680,2011-09-11,4,3.75,15.0,0
566256,21208,12680,2011-09-11,12,0.39,4.68,0
566256,20751,12680,2011-09-11,12,2.1,25.2,0
566256,POST,12680,2011-09-11,1,18.0,18.0,0
566492,POST,12679,2011-09-13,1,18.0,18.0,0
566492,21232,12679,2011-09-13,72,1.06,76.32,0
566736,22704,12726,2011-09-14,25,0.42,10.5,0
566736,21498,12726,2011-09-14,25,0.42,10.5,0
566736,22964,12726,2011-09-14,6,2.1,12.6,0
566736,21883,12726,2011-09-14,12,0.65,7.8,0
566736,22082,12726,2011-09-14,10,1.65,16.5,0
566736,22080,12726,2011-09-14,10,1.65,16.5,0
566736,22529,12726,2011-09-14,24,0.42,10.08,0
566736,22535,12726,2011-09-14,24,0.42,10.08,0
566736,21988,12726,2011-09-14,24,0.85,20.4,0
566736,21094,12726,2011-09-14,24,0.85,20.4,0
566736,22437,12726,2011-09-14,20,0.85,17.0,0
566736,85175,12726,2011-09-14,16,0.42,6.72,0
566736,21080,12726,2011-09-14,24,0.85,20.4,0
566736,21679,12726,2011-09-14,24,0.85,20.4,0
566736,21987,12726,2011-09-14,24,0.65,15.6,0
566736,21086,12726,2011-09-14,24,0.65,15.6,0
566736,21207,12726,2011-09-14,24,1.65,39.6,0
566736,22908,12726,2011-09-14,24,0.85,20.4,0
566736,22531,12726,2011-09-14,48,0.42,20.16,0
566736,22544,12726,2011-09-14,24,0.42,10.08,0
566736,POST,12726,2011-09-14,2,18.0,36.0,0
566816,22662,12731,2011-09-15,20,1.65,33.0,0
566816,23346,12731,2011-09-15,24,1.25,30.0,0
566816,23008,12731,2011-09-15,12,14.95,179.4,0
566816,22629,12731,2011-09-15,24,1.95,46.8,0
566816,23007,12731,2011-09-15,12,14.95,179.4,0
566816,23009,12731,2011-09-15,6,14.95,89.7,0
566816,22423,12731,2011-09-15,16,10.95,175.2,0
566816,23171,12731,2011-09-15,24,1.65,39.6,0
566816,23170,12731,2011-09-15,48,1.45,69.6,0
566816,22971,12731,2011-09-15,24,2.55,61.2,0
566816,21915,12731,2011-09-15,48,1.25,60.0,0
566816,21914,12731,2011-09-15,48,1.25,60.0,0
566816,22492,12731,2011-09-15,36,0.65,23.4,0
566816,22367,12731,2011-09-15,24,1.95,46.8,0
566816,22899,12731,2011-09-15,24,2.1,50.4,0
566816,20725,12731,2011-09-15,20,1.65,33.0,0
566816,22382,12731,2011-09-15,20,1.65,33.0,0
566816,21524,12731,2011-09-15,10,7.08,70.8,0
566816,48138,12731,2011-09-15,10,7.08,70.8,0
566816,22688,12731,2011-09-15,10,7.08,70.8,0
566816,22690,12731,2011-09-15,10,7.08,70.8,0
566816,23349,12731,2011-09-15,24,1.25,30.0,0
566816,23352,12731,2011-09-15,24,1.25,30.0,0
566816,84029G,12731,2011-09-15,12,4.25,51.0,0
566816,84029E,12731,2011-09-15,24,3.75,90.0,0
566816,21479,12731,2011-09-15,12,4.25,51.0,0
566816,21481,12731,2011-09-15,36,3.39,122.04,0
566816,84879,12731,2011-09-15,160,1.45,232.0,0
566816,23222,12731,2011-09-15,144,0.72,103.68,0
566816,23224,12731,2011-09-15,144,0.72,103.68,0
566816,20685,12731,2011-09-15,10,7.08,70.8,0
566873,21731,12682,2011-09-15,24,1.65,39.6,0
566873,20682,12682,2011-09-15,6,3.25,19.5,0
566873,23389,12682,2011-09-15,4,4.15,16.6,0
566873,23390,12682,2011-09-15,4,4.15,16.6,0
566873,23391,12682,2011-09-15,4,4.15,16.6,0
566873,23388,12682,2011-09-15,4,4.15,16.6,0
566873,22029,12682,2011-09-15,12,0.42,5.04,0
566873,22631,12682,2011-09-15,12,1.95,23.4,0
566873,22630,12682,2011-09-15,12,1.95,23.4,0
566873,21212,12682,2011-09-15,24,0.55,13.2,0
566873,21086,12682,2011-09-15,12,0.65,7.8,0
566873,22027,12682,2011-09-15,12,0.42,5.04,0
566873,20725,12682,2011-09-15,10,1.65,16.5,0
566873,21080,12682,2011-09-15,12,0.85,10.2,0
566873,21094,12682,2011-09-15,12,0.85,10.2,0
566918,POST,12722,2011-09-15,1,18.0,18.0,0
566918,35599B,12722,2011-09-15,2,8.49,16.98,0
566918,48194,12722,2011-09-15,4,8.25,33.0,0
C566960,22634,12616,2011-09-15,-3,9.95,-29.85,1
C567091,22960,12513,2011-09-16,-6,4.25,-25.5,1
567191,23388,12562,2011-09-19,4,4.15,16.6,0
567191,23389,12562,2011-09-19,4,4.15,16.6,0
567191,23390,12562,2011-09-19,4,4.15,16.6,0
567191,21394,12562,2011-09-19,36,0.39,14.04,0
567191,22355,12562,2011-09-19,10,0.85,8.5,0
567191,22661,12562,2011-09-19,10,0.85,8.5,0
567191,23287,12562,2011-09-19,16,0.85,13.6,0
567191,23286,12562,2011-09-19,8,0.85,6.8,0
567191,21731,12562,2011-09-19,12,1.65,19.8,0
567191,22466,12562,2011-09-19,12,1.95,23.4,0
567191,79191C,12562,2011-09-19,12,0.85,10.2,0
567191,20725,12562,2011-09-19,10,1.65,16.5,0
567191,22382,12562,2011-09-19,10,1.65,16.5,0
567191,22383,12562,2011-09-19,10,1.65,16.5,0
567191,22629,12562,2011-09-19,12,1.95,23.4,0
567191,22630,12562,2011-09-19,12,1.95,23.4,0
567191,22384,12562,2011-09-19,10,1.65,16.5,0
567191,23206,12562,2011-09-19,10,1.65,16.5,0
567191,23209,12562,2011-09-19,20,1.65,33.0,0
567191,21452,12562,2011-09-19,6,2.95,17.7,0
567191,POST,12562,2011-09-19,3,18.0,54.0,0
567293,21535,12640,2011-09-19,6,2.55,15.3,0
567293,21531,12640,2011-09-19,6,2.55,15.3,0
567293,22072,12640,2011-09-19,4,3.75,15.0,0
567293,22348,12640,2011-09-19,12,0.85,10.2,0
567293,23174,12640,2011-09-19,4,4.15,16.6,0
567293,23175,12640,2011-09-19,4,3.25,13.0,0
567293,22847,12640,2011-09-19,2,16.95,33.9,0
567293,22645,12640,2011-09-19,12,1.45,17.4,0
567293,21703,12640,2011-09-19,12,0.42,5.04,0
567293,21889,12640,2011-09-19,12,1.25,15.0,0
567293,21890,12640,2011-09-19,6,3.25,19.5,0
567293,21891,12640,2011-09-19,12,1.45,17.4,0
567293,22619,12640,2011-09-19,4,3.75,15.0,0
567293,23101,12640,2011-09-19,12,0.83,9.96,0
567293,22961,12640,2011-09-19,12,1.45,17.4,0
567293,22727,12640,2011-09-19,4,3.75,15.0,0
567293,22730,12640,2011-09-19,4,3.75,15.0,0
567293,22726,12640,2011-09-19,4,3.75,15.0,0
567293,22192,12640,2011-09-19,2,8.5,17.0,0
567293,22191,12640,2011-09-19,2,8.5,17.0,0
567293,22193,12640,2011-09-19,2,8.5,17.0,0
567293,22467,12640,2011-09-19,6,2.55,15.3,0
567293,22423,12640,2011-09-19,3,12.75,38.25,0
567293,22697,12640,2011-09-19,6,2.95,17.7,0
567293,23160,12640,2011-09-19,12,1.25,15.0,0
567293,22698,12640,2011-09-19,6,2.95,17.7,0
567293,23161,12640,2011-09-19,12,1.25,15.0,0
567293,23164,12640,2011-09-19,4,4.95,19.8,0
567293,22699,12640,2011-09-19,6,2.95,17.7,0
567293,22624,12640,2011-09-19,2,8.5,17.0,0
567293,23319,12640,2011-09-19,6,2.49,14.94,0
567293,22785,12640,2011-09-19,2,6.75,13.5,0
567293,21622,12640,2011-09-19,4,4.95,19.8,0
567293,48138,12640,2011-09-19,2,8.25,16.5,0
567293,22207,12640,2011-09-19,4,4.25,17.0,0
567293,22377,12640,2011-09-19,5,2.1,10.5,0
567293,22379,12640,2011-09-19,5,2.1,10.5,0
567293,23343,12640,2011-09-19,10,2.08,20.8,0
567293,20749,12640,2011-09-19,2,7.95,15.9,0
567293,21485,12640,2011-09-19,3,4.95,14.85,0
567293,22111,12640,2011-09-19,3,4.95,14.85,0
567293,POST,12640,2011-09-19,5,18.0,90.0,0
567296,15056BL,12682,2011-09-19,6,5.95,35.7,0
567296,23427,12682,2011-09-19,2,12.5,25.0,0
567296,23433,12682,2011-09-19,12,0.83,9.96,0
567296,23397,12682,2011-09-19,2,9.95,19.9,0
567296,23411,12682,2011-09-19,6,4.95,29.7,0
567296,23445,12682,2011-09-19,20,0.83,16.6,0
567296,20725,12682,2011-09-19,20,1.65,33.0,0
567296,20726,12682,2011-09-19,10,1.65,16.5,0
567296,23296,12682,2011-09-19,8,1.25,10.0,0
567296,20750,12682,2011-09-19,4,7.95,31.8,0
567296,21210,12682,2011-09-19,12,1.45,17.4,0
567296,20749,12682,2011-09-19,2,7.95,15.9,0
567296,15056N,12682,2011-09-19,3,5.95,17.85,0
567296,22998,12682,2011-09-19,24,0.42,10.08,0
567296,23004,12682,2011-09-19,24,0.42,10.08,0
567296,22027,12682,2011-09-19,12,0.42,5.04,0
567296,23209,12682,2011-09-19,10,1.65,16.5,0
567296,POST,12682,2011-09-19,1,18.0,18.0,0
567300,22629,12724,2011-09-19,12,1.95,23.4,0
567300,22964,12724,2011-09-19,6,2.1,12.6,0
567300,23256,12724,2011-09-19,4,4.15,16.6,0
567300,22631,12724,2011-09-19,12,1.95,23.4,0
567300,23255,12724,2011-09-19,4,4.15,16.6,0
567300,22630,12724,2011-09-19,12,1.95,23.4,0
567300,23108,12724,2011-09-19,2,6.25,12.5,0
567300,23254,12724,2011-09-19,4,4.15,16.6,0
567300,22659,12724,2011-09-19,12,1.95,23.4,0
567300,23347,12724,2011-09-19,12,1.25,15.0,0
567300,23238,12724,2011-09-19,6,4.15,24.9,0
567300,84997D,12724,2011-09-19,4,4.15,16.6,0
567300,23346,12724,2011-09-19,12,1.25,15.0,0
567300,23237,12724,2011-09-19,12,4.15,49.8,0
567300,23240,12724,2011-09-19,6,4.15,24.9,0
567300,22121,12724,2011-09-19,3,5.95,17.85,0
567300,22326,12724,2011-09-19,6,2.95,17.7,0
567300,23445,12724,2011-09-19,20,0.83,16.6,0
567300,23388,12724,2011-09-19,4,4.15,16.6,0
567300,23391,12724,2011-09-19,4,4.15,16.6,0
567300,23389,12724,2011-09-19,4,4.15,16.6,0
567300,23392,12724,2011-09-19,6,2.08,12.48,0
567300,23390,12724,2011-09-19,4,4.15,16.6,0
567300,23559,12724,2011-09-19,6,2.08,12.48,0
567300,21561,12724,2011-09-19,6,2.55,15.3,0
567300,21559,12724,2011-09-19,6,2.55,15.3,0
567300,POST,12724,2011-09-19,3,18.0,54.0,0
567380,21262,12620,2011-09-20,6,2.95,17.7,0
567380,21394,12620,2011-09-20,48,0.39,18.72,0
567380,21845,12620,2011-09-20,36,0.79,28.44,0
567380,23187,12620,2011-09-20,48,0.29,13.92,0
567380,47504K,12620,2011-09-20,12,0.79,9.48,0
567380,22969,12620,2011-09-20,12,1.45,17.4,0
567380,21216,12620,2011-09-20,4,4.95,19.8,0
567380,85159B,12620,2011-09-20,12,1.95,23.4,0
567380,21217,12620,2011-09-20,1,9.95,9.95,0
567380,21533,12620,2011-09-20,6,4.95,29.7,0
567380,21535,12620,2011-09-20,12,2.55,30.6,0
567380,21531,12620,2011-09-20,12,2.55,30.6,0
567380,79190A,12620,2011-09-20,15,0.42,6.3,0
567380,79191C,12620,2011-09-20,12,0.85,10.2,0
567380,21579,12620,2011-09-20,6,2.25,13.5,0
567380,21039,12620,2011-09-20,6,2.55,15.3,0
567380,20724,12620,2011-09-20,10,0.85,8.5,0
567380,23204,12620,2011-09-20,10,0.85,8.5,0
567380,20728,12620,2011-09-20,10,1.65,16.5,0
567380,21539,12620,2011-09-20,3,4.95,14.85,0
567380,20674,12620,2011-09-20,8,1.25,10.0,0
567380,20677,12620,2011-09-20,8,1.25,10.0,0
567380,23288,12620,2011-09-20,8,0.85,6.8,0
567380,23574,12620,2011-09-20,1,7.5,7.5,0
567552,23169,12583,2011-09-21,6,4.15,24.9,0
567552,22326,12583,2011-09-21,12,2.95,35.4,0
567552,22492,12583,2011-09-21,72,0.65,46.8,0
567552,21039,12583,2011-09-21,6,2.55,15.3,0
567552,21210,12583,2011-09-21,12,1.45,17.4,0
567552,22659,12583,2011-09-21,12,1.95,23.4,0
567552,22726,12583,2011-09-21,8,3.75,30.0,0
567552,22727,12583,2011-09-21,12,3.75,45.0,0
567552,22728,12583,2011-09-21,8,3.75,30.0,0
567552,22333,12583,2011-09-21,16,1.65,26.4,0
567552,22466,12583,2011-09-21,12,1.95,23.4,0
567552,23328,12583,2011-09-21,4,3.75,15.0,0
567552,23388,12583,2011-09-21,4,4.15,16.6,0
567552,23389,12583,2011-09-21,4,4.15,16.6,0
567552,23390,12583,2011-09-21,4,4.15,16.6,0
567552,23373,12583,2011-09-21,10,0.82,8.2,0
567552,23374,12583,2011-09-21,20,0.82,16.4,0
567552,22991,12583,2011-09-21,12,1.95,23.4,0
567552,21731,12583,2011-09-21,12,1.65,19.8,0
567552,22778,12583,2011-09-21,4,3.95,15.8,0
567552,POST,12583,2011-09-21,3,18.0,54.0,0
567552,22197,12583,2011-09-21,24,0.85,20.4,0
567618,23388,12721,2011-09-21,4,4.15,16.6,0
567618,23390,12721,2011-09-21,4,4.15,16.6,0
567618,23389,12721,2011-09-21,4,4.15,16.6,0
567618,23445,12721,2011-09-21,20,0.83,16.6,0
567618,21915,12721,2011-09-21,12,1.25,15.0,0
567618,22663,12721,2011-09-21,10,2.08,20.8,0
567618,22385,12721,2011-09-21,10,2.08,20.8,0
567618,22045,12721,2011-09-21,25,0.42,10.5,0
567618,16156S,12721,2011-09-21,50,0.42,21.0,0
567618,22708,12721,2011-09-21,25,0.42,10.5,0
567618,21498,12721,2011-09-21,25,0.42,10.5,0
567618,22046,12721,2011-09-21,25,0.42,10.5,0
567618,22704,12721,2011-09-21,25,0.42,10.5,0
567618,22986,12721,2011-09-21,25,0.42,10.5,0
567618,23231,12721,2011-09-21,25,0.42,10.5,0
567618,16161P,12721,2011-09-21,25,0.42,10.5,0
567618,84992,12721,2011-09-21,24,0.55,13.2,0
567618,22417,12721,2011-09-21,24,0.55,13.2,0
567618,22951,12721,2011-09-21,24,0.55,13.2,0
567618,47599A,12721,2011-09-21,6,2.1,12.6,0
567618,20725,12721,2011-09-21,10,1.65,16.5,0
567618,22899,12721,2011-09-21,6,2.1,12.6,0
567618,22367,12721,2011-09-21,8,1.95,15.6,0
567618,POST,12721,2011-09-21,1,18.0,18.0,0
567640,22898,12604,2011-09-21,8,1.95,15.6,0
567640,47591D,12604,2011-09-21,8,1.95,15.6,0
567640,21880,12604,2011-09-21,24,0.65,15.6,0
567640,21156,12604,2011-09-21,8,1.95,15.6,0
567640,23293,12604,2011-09-21,8,0.83,6.64,0
567640,23295,12604,2011-09-21,8,0.83,6.64,0
567657,23231,12523,2011-09-21,25,0.42,10.5,0
567657,22866,12523,2011-09-21,12,2.1,25.2,0
567657,22776,12523,2011-09-21,1,9.95,9.95,0
567657,23147,12523,2011-09-21,12,1.45,17.4,0
567657,23241,12523,2011-09-21,6,2.08,12.48,0
567657,22192,12523,2011-09-21,2,8.5,17.0,0
567657,22625,12523,2011-09-21,2,8.5,17.0,0
567657,21539,12523,2011-09-21,3,4.95,14.85,0
567756,21976,12678,2011-09-22,48,0.55,26.4,0
567756,85053,12678,2011-09-22,12,2.1,25.2,0
567756,23293,12678,2011-09-22,56,0.83,46.48,0
567756,23295,12678,2011-09-22,56,0.83,46.48,0
567756,23294,12678,2011-09-22,56,0.83,46.48,0
567756,23296,12678,2011-09-22,40,1.25,50.0,0
567756,22893,12678,2011-09-22,120,0.42,50.4,0
567756,21977,12678,2011-09-22,48,0.55,26.4,0
567756,21212,12678,2011-09-22,48,0.55,26.4,0
567756,POST,12678,2011-09-22,3,18.0,54.0,0
567793,22894,12657,2011-09-22,2,9.95,19.9,0
567793,23204,12657,2011-09-22,10,0.85,8.5,0
567793,22625,12657,2011-09-22,2,8.5,17.0,0
567793,22627,12657,2011-09-22,2,8.5,17.0,0
567793,21212,12657,2011-09-22,24,0.55,13.2,0
567793,23309,12657,2011-09-22,24,0.55,13.2,0
567793,22697,12657,2011-09-22,6,2.95,17.7,0
567793,22423,12657,2011-09-22,2,12.75,25.5,0
